"","Binomial","Common_name","Num_pops","Start_year","End_year","Avg_p_chg"
"1904","Alosa_aestivalis","Blueback herring / shad","1","1997","2000","32900"
"1905","Dorosoma_cepedianum","American gizzard shad","7","1968","2018","3757"
"1906","Sardinella_aurita","Round sardinella","1","1996","2010","93"
"1907","Dorosoma_petenense","Threadfin shad","4","1980","2000","79"
"1908","Remora_remora","Shark sucker","1","1995","1999","100"
"1909","Scophthalmus_aquosus","Windowpane flounder","15","1981","2016","976"
"1910","Strongylura_marina","Atlantic needlefish","1","1991","2001","100"
"1911","Fundulus_heteroclitus","Mummichog","42","1997","2014","594"
"1912","Syngnathus_fuscus","Northern pipefish","20","1995","2014","417"
"1913","Sphoeroides_maculatus","Northern puffer","1","1996","1999","17700"
"1914","Morone_americana","White perch","8","1973","2018","1247"
"1915","Caranx_caninus","Pacific crevalle jack","1","1996","1999","2900"
"1916","Trachinotus_carolinus","Florida pompano","2","1996","2002","450"
"1917","Trachinotus_falcatus","Permit","2","1995","2001","0"
"1918","Selene_vomer","Lookdown","1","1995","1999","1800"
"1919","Etropus_microstomus","Smallmouth flounder","1","1995","1999","300"
"1920","Menticirrhus_saxatilis","Northern kingfish","1","1995","1999","153"
"1921","Cynoscion_regalis","Squeteague","1","1995","2008","13300"
"1922","Micropogonias_undulatus","Atlantic croaker","3","1983","2011","306"
"1923","Tautogolabrus_adspersus","Cunner","40","1972","2016","1193"
"1924","Astroscopus_guttatus","Northern stargazer","1","1996","1999","175"
"1925","Ammodytes_americanus","American sand lance","6","1978","2014","75"
"1926","Brachydeuterus_auritus","Bigeye grunt","3","1995","2007","436"
"1927","Hoplostethus_atlanticus","Orange roughy","4","1991","2014","20434"
"1928","Cololabis_saira","Pacific saury","2","1976","2002","196"
"1929","Decapterus_maruadsi","Japanese scad","1","1975","1982","209"
"1930","Colobus_vellerosus","Ursine colobus","1","1991","2003","88"
"1931","Brachyteles_arachnoides","Woolly spider monkey","1","1982","2002","133"
"1932","Agonus_cataphractus","Hooknose","2","1991","2000","433"
"1933","Gillichthys_mirabilis","Longjaw mudsucker","3","2003","2007","83"
"1934","Pseudomugil_signifer","Pacific blue-eye","4","2000","2005","531"
"1935","Nuchequula_gerreoides","Decorated ponyfish","1","1989","2000","227"
"1936","Menidia_menidia","Atlantic silverside","36","1980","2014","815"
"1937","Acentrogobius_viridipunctatus","Spotted green goby","1","1994","2000","499"
"1938","Leiognathus_equula","Common ponyfish","3","1993","2005","589"
"1939","Sillago_maculata","Trumpeter whiting","2","1993","2000","528"
"1940","Platycephalus_fuscus","Dusky flathead","2","1994","2005","254"
"1941","Sillago_sihama","Silver sillago","2","1994","2008","3230"
"1942","Gerres_filamentosus","Whipfin silverbiddy","4","1994","2005","220"
"1943","Hypseleotris_compressa","Empire gudgeon","7","1994","2005","162"
"1944","Psammogobius_biocellatus","Sleepy goby","1","1994","2005","7"
"1945","Acanthopagrus_australis","Yellowfin bream","5","1994","2005","2380"
"1946","Sillago_analis","Golden-lined sillago","1","1994","2000","1042"
"1947","Platycephalus_endrachtensis","Bar-tailed flathead","2","1989","2003","290"
"1948","Pseudorhombus_arsius","Largetooth flounder","1","1994","2000","161"
"1949","Craterocephalus_stercusmuscarum","Fly-specked hardyhead","6","1994","2005","327"
"1950","Rhabdosargus_sarba","Goldlined seabream","3","1992","2005","895"
"1951","Lutjanus_rivulatus","Blubberlip snapper","1","2002","2005","63"
"1952","Trachinotus_botla","Largespotted dart","1","2002","2005","16"
"1953","Pomatoschistus_minutus","Sand goby","2","2001","2005","110"
"1954","Pomatoschistus_microps","Common goby","2","1974","2010","775"
"1955","Menidia_beryllina","Inland silverside","4","1980","2000","1044"
"1956","Acipenser_oxyrinchus","Atlantic sturgeon","5","1989","2018","824"
"1957","Elops_machnata","Tenpounder","3","1981","2005","211"
"1958","Argyrosomus_japonicus","Japanese meagre","7","1981","2014","343"
"1959","Johnius_dorsalis","Small kob","1","1994","1999","300"
"1960","Syngnathus_rostellatus","Nilsson's pipefish","1","1979","1992","1567"
"1961","Caranx_sexfasciatus","Bigeye trevally","5","1987","2005","54"
"1962","Diplodus_capensis","Cape white seabream","2","1992","2011","292"
"1963","Planiliza_macrolepis","Largescale mullet","1","1995","2005","10"
"1964","Ameiurus_melas","Black bullhead","2","1999","2014","165"
"1965","Oreochromis_mossambicus","Mozambique tilapia","6","1981","2008","225"
"1966","Pomadasys_olivaceus","Olive grunt","2","1995","2005","5"
"1967","Terapon_jarbua","Jarbua terapon","1","1994","2005","10"
"1968","Moolgarda_cunnesius","Longarm mullet","1","1995","2005","10"
"1969","Ariopsis_felis","Hardhead sea catfish","1","1981","2011","44"
"1970","Atherina_breviceps","Cape silverside","2","2001","2011","71"
"1971","Gilchristella_aestuaria","Gilchrist's round herring","2","1992","2012","1108"
"1972","Glossogobius_callidus","No common name","1","1992","2005","18770"
"1973","Heteromycteris_capensis","Cape sole","2","1997","2011","572"
"1974","Hyporhamphus_capensis","Cape halfbeak","1","1996","2012","843"
"1975","Psammogobius_knysnaensis","Knysna sandgoby","2","1998","2012","244"
"1976","Pegusa_nasuta","Blackhand sole","1","1999","2005","40"
"1977","Lates_calcarifer","Barramundi","9","1987","2005","291"
"1978","Somateria_fischeri","Spectacled eider","1","1992","2009","226"
"1979","Xema_sabini","Sabine's gull","6","1983","2012","2717"
"1980","Oreochromis_niloticus","Nile tilapia","2","1996","2007","490"
"1981","Coregonus_autumnalis","Arctic cisco","1","1980","1981","533"
"1982","Neogobius_melanostomus","Round goby","12","1992","2018","3555"
"1983","Myliobatis_aquila","Common eagle ray","1","1992","2014","97"
"1984","Acroteriobatus_annulatus","Lesser sandshark","1","1992","2005","0"
"1985","Megalops_cyprinoides","Indo-pacific tarpon","5","1992","2005","189"
"1986","Thryssa_vitrirostris","Orangemouth anchovy","1","1992","2006","8"
"1987","Crenimugil_buchanani","Bluetail mullet","2","1981","2005","932"
"1988","Sarpa_salpa","Salema","3","1992","2009","1865"
"1989","Chanos_chanos","Milkfish","2","1988","2005","171"
"1990","Torpedo_marmorata","Marbled electric ray","1","1992","2008","160"
"1991","Torpedo_fuscomaculata","Black-spotted torpedo","1","1981","1992","10"
"1992","Pachymetopon_aeneum","Blue hottentot","2","1981","2005","5"
"1993","Atherinosoma_microstoma","Small-mouth hardyhead","4","2003","2009","1001"
"1994","Tringa_stagnatilis","Marsh sandpiper","3","1982","2004","86"
"1995","Dicentrarchus_labrax","European seabass","2","1974","2002","474"
"1996","Pegusa_lascaris","Sand sole","1","2001","2002","0"
"1997","Liopsetta_putnami","American smooth flounder","41","1989","2014","928"
"1998","Epinephelus_itajara","Atlantic goliath grouper","1","1987","2006","4102"
"1999","Myoxocephalus_quadricornis","Fourhorn sculpin","1","1991","1993","19"
"2000","Liopsetta_glacialis","Arctic flounder","1","1985","1993","2958"
"2001","Eleginus_gracilis","Saffron cod","2","1976","1995","4227"
"2002","Spirinchus_thaleichthys","Longfin smelt","1","1993","2005","400"
"2003","Chelon_ramada","Thinlip grey mullet","1","1974","1997","218"
"2004","Alosa_fallax","Twaite shad","1","1997","2013","333"
"2005","Cynoscion_nebulosus","Spotted weakfish","2","1997","2011","400"
"2006","Atherinella_brasiliensis","Brazilian silversides","3","1990","2009","148"
"2007","Jenynsia_lineata","Rio de Plata onesided livebearer","1","1998","1999","6627"
"2008","Odontesthes_argentinensis","Baboso","2","1998","2009","72"
"2009","Ramnogaster_arcuata","Jenyns's sprat","1","1996","1999","321"
"2010","Mugil_liza","Lebranche mullet","2","1995","2009","771"
"2011","Syngnathus_folletti","Aguja","1","1998","1999","0"
"2012","Pristis_pectinata","Smalltooth sawfish","2","1971","1999","64"
"2013","Brevoortia_pectinata","Argentine menhaden","1","1995","2001","497"
"2014","Mugil_gaimardianus","Redeye mullet","1","1998","1999","3613"
"2015","Paralichthys_orbignyanus","Linguado","2","1994","2002","250"
"2016","Menticirrhus_americanus","Southern kingcroaker","1","1998","2009","100"
"2017","Geophagus_brasiliensis","Pearl cichlid","2","1992","2001","604"
"2018","Crenicichla_lepidota","Pike cichlid","3","1998","2020","48"
"2019","Trachinotus_marginatus","Plata pompano","1","1996","1999","111"
"2020","Anchoa_marinii","Marini's anchovy","1","1998","1999","3357"
"2021","Eucinostomus_lefroyi","Mottled mojarra","1","1996","1999","3"
"2022","Menticirrhus_littoralis","Gulf kingcroaker","2","1998","2002","500"
"2023","Umbrina_canosai","Argentine croaker","1","1996","1999","2100"
"2024","Citharichthys_spilopterus","Bay whiff","1","1998","2011","300"
"2025","Prionotus_punctatus","Bluewing searobin","1","1991","2002","0"
"2026","Gobionellus_oceanicus","Highfin goby","2","1996","2002","175"
"2027","Archosargus_rhomboidalis","Western Atlantic seabream","1","1980","2011","23"
"2028","Ambassis_ambassis","Commerson's glassy","1","1995","2008","1992"
"2029","Gerres_methueni","Striped silver biddy","1","1992","1995","169"
"2030","Croilia_mossambica","Burrowing goby","1","1992","1995","225"
"2031","Glossogobius_giuris","Tank goby","3","1993","2005","40"
"2032","Monodactylus_argenteus","Silver moony","1","1995","2005","521"
"2033","Planiliza_alata","Diamond mullet","1","1994","1995","60"
"2034","Hypomesus_transpacificus","Delta smelt","1","1979","1983","0"
"2035","Leptocottus_armatus","Pacific staghorn sculpin","2","1981","2015","216"
"2036","Ammodytes_hexapterus","Pacific sand lance","5","1976","2015","21348"
"2037","Hexagrammos_stelleri","Whitespotted greenling","1","1976","1995","172"
"2038","Pallasina_barbata","Tubenose poacher","1","1976","1995","500"
"2039","Blepsias_cirrhosus","Silverspotted sculpin","1","1976","1995","5000"
"2040","Lumpenus_sagitta","Snake prickleback","2","1976","2016","43"
"2041","Microgadus_proximus","Pacific tomcod","5","1976","2016","8934"
"2042","Pholis_laeta","Crescent gunnel","1","1976","1995","375"
"2043","Trichodon_trichodon","Pacific sandfish","1","1976","2015","1400"
"2044","Hexagrammos_decagrammus","Kelp greenling","4","1976","2016","453"
"2045","Enophrys_bison","Buffalo sculpin","2","1976","2015","526"
"2046","Lumpenus_fabricii","Slender eelblenny","3","1976","1995","3668"
"2047","Hexagrammos_lagocephalus","Rock greenling","1","1976","1995","1400"
"2048","Ophiodon_elongatus","Lingcod","7","1976","2017","105"
"2049","Leptoclinus_maculatus","Daubed shanny","11","1976","2016","5715"
"2050","Acrocephalus_palustris","Marsh warbler","1","2018","2019","4"
"2051","Anthus_campestris","Tawny pipit","2","1996","2019","235"
"2052","Dendrocopos_syriacus","Syrian woodpecker","1","2012","2019","72"
"2053","Emberiza_cia","Rock bunting","1","2000","2019","3"
"2054","Emberiza_rustica","Rustic bunting","1","2014","2019","114"
"2055","Galerida_theklae","Thekla's lark","2","1999","2019","91"
"2056","Locustella_fluviatilis","River warbler","1","2018","2019","13"
"2057","Petronia_petronia","Rock sparrow","2","2004","2019","73"
"2058","Pyrrhocorax_pyrrhocorax","Red-billed chough","2","1998","2019","118"
"2059","Sylvia_nisoria","Barred warbler","1","1983","2019","237"
"2060","Gavia_adamsii","Yellow-billed loon","7","1983","2005","167"
"2061","Microstomus_bathybius","Deepsea sole","3","1992","2016","136"
"2062","Microstomus_achne","Slime flounder","1","1992","2002","90"
"2063","Ephippiorhynchus_senegalensis","Saddlebill","1","1990","1993","126"
"2064","Kobus_leche","Black lechwe","1","1973","1991","6"
"2065","Semnopithecus_entellus","Northern Plains gray langur / Bengal hanuman langur","1","2006","2007","9"
"2066","Pavo_cristatus","Indian peafowl","1","2005","2007","291"
"2067","Otus_ireneae","Sokoke scops-owl","1","2005","2008","0"
"2068","Eudyptes_chrysolophus","Macaroni penguin","14","1986","2010","189"
"2069","Pygoscelis_antarcticus","Chinstrap penguin","10","1964","2015","680"
"2070","Eudyptes_moseleyi","Northern rockhopper penguin","3","1971","2005","59"
"2071","Scarus_rubroviolaceus","Ember parrotfish","1","2004","2017","67"
"2072","Hipposcarus_longiceps","Pacific longnose parrotfish","1","2005","2017","16686"
"2073","Chlorurus_microrhinos","Steephead parrotfish","1","1999","2017","75"
"2074","Macaca_mulatta","Rhesus monkey","2","1973","2000","220"
"2075","Muntiacus_muntjak","Red muntjac","1","2001","2005","236"
"2076","Capricornis_sumatraensis","Southern serow","1","2003","2005","648"
"2077","Oligosoma_alani","Robust skink","1","1992","1998","143"
"2078","Oligosoma_whitakeri","Whitaker's skink","1","1989","1999","90"
"2079","Oligosoma_suteri","Egg-laying skink","1","1994","1998","177"
"2080","Coronella_austriaca","Smooth snake","2","1994","2016","147"
"2081","Vipera_aspis","Asp viper","3","2005","2009","52"
"2082","Hierophis_viridiflavus","Western whipsnake","2","2001","2009","131"
"2083","Alsophis_antiguae","Antiguan racer","3","1995","2005","408"
"2084","Vipera_ursinii","Meadow viper / Orsini's viper","2","2005","2008","14"
"2085","Bitis_gabonica","Gaboon adder","1","2005","2008","150"
"2086","Bitis_nasicornis","Rhinoceros viper","1","2002","2007","100"
"2087","Python_regius","Ball python / Royal python","1","2007","2008","50"
"2088","Dendroaspis_jamesoni","Jameson's mamba","1","2002","2008","44"
"2089","Notechis_scutatus","Tiger snake","1","1997","2008","32"
"2090","Acanthodactylus_scutellatus","Nidua fringe-fingered lizard","1","2002","2003","32"
"2091","Vipera_berus","European adder","6","1977","2016","133"
"2092","Marmota_marmota","Alpine marmot","3","1988","2008","402"
"2093","Leucogeranus_leucogeranus","Siberian crane","3","1981","2014","1300"
"2094","Ardeola_bacchus","Chinese pond-heron","1","2000","2006","205"
"2095","Anastomus_oscitans","Asian openbill","2","1993","2007","414"
"2096","Aegypius_monachus","Cinereous vulture / Black vulture ","9","1969","2010","1974"
"2097","Buceros_bicornis","Great hornbill","1","2001","2002","600"
"2098","Rhyticeros_undulatus","Wreathed hornbill","1","2001","2002","420"
"2099","Berenicornis_comatus","White-crowned hornbill","1","2001","2002","100"
"2100","Bubo_bubo","Eurasian eagle-owl","15","1950","2009","1183"
"2101","Antigone_antigone","Sarus crane","2","2000","2001","25"
"2102","Pucrasia_macrolopha","Koklass pheasant","3","1996","1999","43"
"2103","Lophura_leucomelanos","Kalij pheasant","2","1997","1999","78"
"2104","Lophophorus_impejanus","Himalayan monal","2","1997","1999","68"
"2105","Strix_nebulosa","Great grey owl","3","1970","2014","917"
"2106","Hemisus_marmoratus","Marbled snout-burrower","1","1999","2001","49"
"2107","Felis_silvestris","Wild cat","3","1997","2012","103"
"2108","Gypaetus_barbatus","Bearded vulture / Lammergeyer","4","1979","2015","305"
"2109","Ara_ararauna","Blue-and-yellow macaw","1","2004","2007","184"
"2110","Mycteria_americana","Wood stork","1","2005","2013","567"
"2111","Jabiru_mycteria","Jabiru","1","2005","2006","130"
"2112","Hoploxypterus_cayanus","Pied lapwing","1","2004","2007","260"
"2113","Anhima_cornuta","Horned screamer","1","2005","2007","16"
"2114","Ateles_chamek","Peruvian spider monkey","1","2005","2007","312"
"2115","Saimiri_boliviensis","Peruvian squirrel monkey","2","2003","2007","90"
"2116","Pteronura_brasiliensis","Giant otter","4","1993","2014","1257"
"2117","Tapirus_terrestris","South American tapir","4","2005","2015","202"
"2118","Hydrochoeris_hydrochaeris","Capybara","2","1991","2007","426"
"2119","Elanus_caeruleus","Black-winged kite","2","1973","2016","1130"
"2120","Iguana_delicatissima","Lesser antillean iguana","1","1996","2004","109"
"2121","Channa_striata","Striped snakehead","2","1984","1987","19"
"2122","Anguilla_dieffenbachii","New Zealand longfin eel","4","1992","2007","43"
"2123","Anguilla_australis","Short-finned eel","5","1992","2013","54"
"2124","Vermivora_chrysoptera","Golden-winged warbler","1","2010","2014","7"
"2125","Ardeola_grayii","Indian pond-heron","2","1993","2012","266"
"2126","Ardea_intermedia","Intermediate egret","3","1990","2012","148"
"2127","Leptoptilos_javanicus","Lesser adjutant","2","1989","2007","96"
"2128","Dendrocygna_javanica","Lesser whistling-duck","1","1990","1993","30"
"2129","Anas_poecilorhyncha","Indian spot-billed duck","2","1991","2012","195"
"2130","Aythya_baeri","Baer's pochard","2","1991","2011","2259"
"2131","Rostratula_benghalensis","Greater painted-snipe","1","1991","1993","167"
"2132","Vanellus_cinereus","Grey-headed lapwing","1","1989","1993","571"
"2133","Vanellus_indicus","Red-wattled lapwing","1","1991","1993","1100"
"2134","Gallinago_stenura","Pintail snipe","1","1991","1992","33"
"2135","Genypterus_blacodes","Pink cusk-eel","3","1998","2014","38"
"2136","Anisotremus_surinamensis","Black margate","1","2002","2005","600"
"2137","Anisotremus_virginicus","Porkfish","3","2001","2014","153"
"2138","Caranx_crysos","Blue runner","4","1991","2005","69"
"2139","Mycteroperca_bonaci","Black grouper","5","1998","2005","254"
"2140","Ocyurus_chrysurus","Yellowtail snapper","14","1987","2014","261"
"2141","Scarus_trispinosus","Greenbeak parrotfish","4","2001","2005","327"
"2142","Sparisoma_amplum","Reef parrotfish","3","2001","2005","187"
"2143","Sparisoma_axillare","Gray parrotfish","3","2001","2005","382"
"2144","Anomaloglossus_stepheni","Stephen's rocket frog","2","1985","2007","356"
"2145","Epinephelus_morio","Red grouper","3","1990","2015","81"
"2146","Hypogaleus_hyugaensis","Blacktip tope shark","2","1989","1999","62"
"2147","Tetrapturus_angustirostris","Shortbill spearfish","1","2002","2006","15"
"2148","Kajikia_audax","Striped marlin","5","1974","2013","396"
"2149","Coryphaena_hippurus","Common dolphinfish","3","1993","2010","521"
"2150","Taractichthys_steindachneri","Sickle pomfret","1","1998","2006","175"
"2151","Lepidocybium_flavobrunneum","Escolar","2","1981","2006","350"
"2152","Alepisaurus_ferox","Long snouted lancetfish","1","2004","2006","45"
"2153","Gempylus_serpens","Snake mackerel","1","1997","2006","202"
"2154","Alouatta_caraya","Black and gold howler monkey","1","1982","2003","28"
"2155","Liolaemus_gracilis","Graceful tree iguana","1","1985","1995","3"
"2156","Tropidurus_etheridgei","Etheridge's lava lizard","1","1988","1989","4"
"2157","Homonota_fasciata","South american marked gecko","1","1988","1989","46"
"2158","Erythrolamprus_poecilogyrus","No common name","1","2001","2003","188"
"2159","Tropidurus_torquatus","Amazon lava lizard","1","1997","1998","15"
"2160","Tropidurus_itambere","No common name","1","1993","1994","13"
"2161","Lutjanus_gibbus","Humpback red snapper","1","1993","2017","129"
"2162","Lethrinus_nebulosus","Spangled emperor","2","1993","2006","70"
"2163","Pongo_pygmaeus","Bornean orangutan","1","1998","2015","86"
"2164","Octodon_degus","Degu","2","1974","2006","544"
"2165","Lutjanus_jocu","Dog snapper","1","1998","1999","20"
"2166","Thunnus_atlanticus","Blackfin tuna","1","1998","1999","16"
"2167","Carcharhinus_galapagensis","Galapagos shark","2","2004","2013","222"
"2168","Bombycilla_garrulus","Bohemian waxwing","4","1975","2019","182"
"2169","Sotalia_fluviatilis","Guiana dolphin / Tucuxi","4","2003","2019","93"
"2170","Inia_geoffrensis","Amazon river dolphin / Boto","4","2000","2019","63"
"2171","Orcaella_brevirostris","Irrawady dolphin","3","2003","2018","16"
"2172","Sephanoides_fernandensis","Juan Fernandez firecrown","1","2001","2009","16"
"2173","Turdus_falcklandii","Austral thrush","1","2001","2009","3"
"2174","Hyaena_hyaena","Striped hyena","1","1974","2010","138"
"2175","Sebastes_fasciatus","Acadian redfish","4","1991","2016","544"
"2176","Beringraja_rhina","Longnose skate","6","1987","2016","275"
"2177","Pan_paniscus","Bonobo","1","1976","1996","6"
"2178","Microcebus_murinus","Grey mouse-lemur","1","1995","1997","48"
"2179","Rucervus_eldii","Hainan eld's deer","1","1976","2003","3366"
"2180","Platycephalus_richardsoni","Tiger flathead","1","1958","2015","245"
"2181","Nemadactylus_macropterus","Tarakihi","2","1997","2007","42"
"2182","Epigonus_crassicaudus","Cardinalfish","2","2002","2011","24"
"2183","Chlamydosaurus_kingii","Frillneck lizard / Frilled lizard","1","2003","2013","66"
"2184","Alectis_indica","Indian threadfish","1","1988","2005","25"
"2185","Neoarius_leptaspis","Salmon catfish","1","1988","2005","141"
"2186","Hexanematichthys_mastersi","Master's catfish","1","1988","2005","971"
"2187","Netuma_thalassina","Giant catfish","1","1988","2005","384"
"2188","Carcharhinus_cautus","Nervous shark","1","1988","2005","80"
"2189","Eleutheronema_tetradactylum","Fourfinger threadfin","1","1988","2005","1500"
"2190","Gerres_erythrourus","Deep-bodied mojarra","1","1989","2005","300"
"2191","Gnathanodon_speciosus","Golden trevally","1","1989","2005","3333"
"2192","Ellochelon_vaigiensis","Squaretail mullet","1","1987","2005","67"
"2193","Nematalosa_erebi","Australian river gizzard shad","9","1988","2009","138"
"2194","Polydactylus_macrochir","King threadfin","1","1988","2005","6"
"2195","Pomadasys_kaakan","Javelin grunter","1","1987","2005","41"
"2196","Scatophagus_argus","Spotted scat","4","1988","2005","131"
"2197","Scomberoides_commersonnianus","Talang queenfish","1","1988","2005","129"
"2198","Scomberoides_tala","Barred queenfish","1","1987","2005","0"
"2199","Scomberomorus_semifasciatus","Broad-barred king mackerel","1","1989","2005","64"
"2200","Selenotoca_multifasciata","Spotbanded scat","2","1988","2005","119"
"2201","Strongylura_leiura","Banded needlefish","1","1988","2005","300"
"2202","Toxotes_chatareus","Spotted archerfish","5","1989","2005","204"
"2203","Tylosurus_crocodilus","Hound needlefish","1","1988","2005","0"
"2204","Hyaena_brunnea","Brown hyaena","1","2001","2005","100"
"2205","Leptailurus_serval","Serval","1","2001","2005","400"
"2206","Ursus_thibetanus","Asiatic black bear","4","1980","1983","22"
"2207","Uncia_uncia","Snow leopard","2","1999","2001","150"
"2208","Canis_adustus","Side-striped jackal","1","1977","2005","400"
"2209","Lethrinus_mahsena","Sky emperor","1","1995","2000","50"
"2210","Lethrinus_obsoletus","Orange-striped emperor","1","1995","2000","66"
"2211","Monotaxis_grandoculis","Humpnose big-eye bream","2","2000","2017","273"
"2212","Cephalopholis_argus","Peacock hind","3","1995","2016","150"
"2213","Cephalopholis_miniata","Coral hind","1","1997","2000","11"
"2214","Cephalopholis_hemistiktos","Yellowfin hind","1","1997","2000","59"
"2215","Epinephelus_fasciatus","Blacktip grouper","1","1997","2000","17"
"2216","Epinephelus_tauvina","Greasy grouper","1","1995","2000","7"
"2217","Variola_louti","Yellow-edge lyretail","2","1995","2006","162"
"2218","Ctenotus_schomburgkii","Barred wedge-snout ctenotus","1","1991","2005","109"
"2219","Ctenotus_leonhardii","Leonhardi's ctenotus","1","1991","2005","303"
"2220","Ctenotus_regius","Pale-rumped ctenotus","1","1999","2005","52"
"2221","Lucasium_stenodactylum","Pale snouted ground gecko","1","1991","2005","183"
"2222","Rhynchoedura_ornata","Western beaked gecko","1","2004","2005","100"
"2223","Diplodactylus_conspicillatus","Burrow-plug gecko","1","2003","2005","32"
"2224","Furgaleus_macki","Whiskery shark","1","1993","1997","46"
"2225","Patagioenas_leucocephala","White-crowned pigeon","2","1999","2010","2462"
"2226","Prochilodus_lineatus","Streaked prochilod","2","1995","2001","34"
"2227","Plicofollis_dussumieri","Blacktip sea catfish","1","1983","1984","124"
"2228","Decapterus_russelli","Indian scad","1","1979","1982","550"
"2229","Lutjanus_analis","Mutton snapper","3","1989","2014","5122"
"2230","Plectropomus_leopardus","Leopard coralgrouper","9","1989","2006","328"
"2231","Lutjanus_fulviflamma","Dory snapper","6","1989","2016","365"
"2232","Parupeneus_ciliatus","Whitesaddle goatfish","2","1989","2016","805"
"2233","Lethrinus_atkinsoni","Pacific yellowtail emperor","1","1989","1994","3833"
"2234","Choerodon_graphicus","Graphic turkfish","1","1989","1994","398"
"2235","Hemigymnus_melapterus","Blackeye thicklip","6","1985","2018","346"
"2236","Scarus_schlegeli","Yellowband parrotfish","1","1989","2000","211"
"2237","Chlorurus_sordidus","Daisy parrotfish","2","1989","2000","340"
"2238","Acanthurus_blochii","Ringtail surgeonfish","2","1989","2016","498"
"2239","Naso_unicornis","Bluespine unicornfish","2","1989","2017","565"
"2240","Siganus_doliatus","Barred spinefoot","3","1989","2009","58"
"2241","Chromis_acares","Midget chromis","1","2004","2006","20"
"2242","Chromis_margaritifer","Bicolor chromis","2","2000","2006","32"
"2243","Chromis_vanderbilti","Vanderbilt's chromis","1","1982","2006","19"
"2244","Thalassoma_amblycephalum","Bluntheaded wrasse","2","2004","2006","201"
"2245","Acanthurus_nigricans","Whitecheek surgeonfish","1","2004","2006","42"
"2246","Centropyge_loriculus","Flame angel","3","1999","2012","4"
"2247","Ctenochaetus_marginatus","Striped-fin surgeonfish","2","2004","2006","116"
"2248","Plectroglyphidodon_dickii","Blackbar devil","2","1998","2006","20"
"2249","Cirrhitichthys_oxycephalus","Coral hawkfish","1","2004","2006","5"
"2250","Prochilodus_brevis","Brazilian bocachico","1","1984","2000","3226"
"2251","Paracirrhites_arcatus","Arc-eye hawkfish","1","2004","2006","11"
"2252","Myripristis_berndti","Blotcheye soldierfish","2","2004","2016","329"
"2253","Scomberomorus_cavalla","King mackerel","1","1997","1998","287"
"2254","Puffinus_gavia","Fluttering shearwater","1","1993","1994","475"
"2255","Morus_serrator","Australasian gannet","1","1993","1994","171"
"2256","Phalacrocorax_varius","Great pied cormorant","1","1991","1994","200"
"2257","Phalacrocorax_fuscescens","Black-faced cormorant","1","1991","1994","0"
"2258","Stereolepis_gigas","Giant sea bass","1","1998","2003","15"
"2259","Encrasicholina_heteroloba","Shorthead anchovy","3","1984","1988","234"
"2260","Triakis_semifasciata","Leopard shark","1","1997","2004","745"
"2261","Pennahia_anea","Donkey croaker","1","1995","1996","32"
"2262","Anodontostoma_chacunda","Chacunda gizzard shad","1","1995","1996","21"
"2263","Arctocephalus_tropicalis","Sub-antarctic fur seal","2","1978","2011","424"
"2264","Pterodroma_cahow","Bermuda petrel","1","2001","2007","68"
"2265","Anas_laysanensis","Laysan duck","1","2005","2010","913"
"2266","Orcaella_heinsohni","Australian snubfin dolphin","1","2001","2002","5"
"2267","Onychoprion_lunatus","Grey-backed tern","1","1984","2009","422"
"2268","Scomberomorus_commerson","Narrow-barred Spanish mackerel","2","1985","2002","378"
"2269","Chrysoblephus_puniceus","Slinger seabream","3","1997","2011","69"
"2270","Chlorocebus_sabaeus","Green monkey","3","1972","1994","96"
"2271","Eunymphicus_uvaeensis","Ouvea parakeet","1","1993","2009","241"
"2272","Todiramphus_chloris","Collared kingfisher","2","1982","2011","91"
"2273","Zosterops_conspicillatus","Bridled white-eye","1","1982","2007","0"
"2274","Estrilda_melpoda","Orange-cheeked waxbill","1","1982","2007","22970"
"2275","Eleutherodactylus_wightmanae","Wightman's robber frog / Melodius coqui","1","1998","1999","36"
"2276","Leptodactylus_albilabris","Hispaniolan ditch frog","1","1998","1999","61"
"2277","Acanthurus_coeruleus","Blue tang surgeonfish","58","1981","2014","214"
"2278","Acanthurus_chirurgus","Doctorfish","16","1982","2014","365"
"2279","Acanthurus_bahianus","Barber surgeonfish","2","1983","2009","113"
"2280","Falco_deiroleucus","Orange-breasted falcon","1","1993","1997","0"
"2281","Holacanthus_ciliaris","Queen angelfish","1","1989","2000","25"
"2282","Pomacanthus_arcuatus","Grey angelfish","3","2000","2014","641"
"2283","Pomacanthus_paru","French angelfish","1","1989","2000","2"
"2284","Epinephelus_guttatus","Red hind","6","1987","2006","192"
"2285","Cephalopholis_fulva","Coney","2","1989","2009","94"
"2286","Holocentrus_rufus","Longspine squirrelfish","1","1999","2005","36"
"2287","Haemulon_sciurus","Bluestriped grunt","19","1974","2014","524"
"2288","Haemulon_aurolineatum","Tomtate grunt","2","1989","2014","267"
"2289","Chaetodon_capistratus","Foureye butterflyfish","11","1989","2014","640"
"2290","Chaetodon_striatus","Banded butterflyfish","1","1989","2000","464"
"2291","Etelis_oculatus","Queen snapper","1","1987","1990","10"
"2292","Lutjanus_buccanella","Blackfin snapper","1","1988","1990","20"
"2293","Lutjanus_apodus","Schoolmaster snapper","18","1974","2014","736"
"2294","Haemulon_plumierii","White grunt","15","1974","2014","1182"
