"","Binomial","Common_name","Num_pops","Start_year","End_year","Avg_p_chg"
"1229","Sorex_caecutiens","Laxmann's masked shrew","2","1978","1983","597"
"1230","Sorex_daphaenodon","Siberian large-toothed shrew","1","1982","1983","21"
"1231","Sorex_isodon","Equal-toothed shrew","2","1974","1983","335"
"1232","Sorex_minutissimus","Asian shrew / Least shrew / Siberian shrew","2","1977","1983","162"
"1233","Sorex_minutus","Pygmy shrew / Lesser shrew","3","1976","2016","722"
"1234","Sorex_roboratus","Brown shrew","1","1977","1983","146"
"1235","Sorex_tundrensis","Tundra shrew","2","1974","1983","787"
"1236","Leopardus_pardalis","Ocelot","2","1994","2015","84"
"1237","Leopardus_wiedii","Margay","1","1990","1994","25"
"1238","Tayassu_pecari","White-lipped peccary","3","1994","2015","5838"
"1239","Pecari_tajacu","Collared peccary","3","1989","2015","98"
"1240","Mazama_americana","Red brocket deer","1","1994","2015","23"
"1241","Dasyprocta_punctata","Central american agouti","1","1994","2007","22"
"1242","Cuniculus_paca","Spotted paca","2","1994","2015","302"
"1243","Ateles_geoffroyi","Black-handed spider monkey","3","1966","2007","119"
"1244","Hoolock_hoolock","Western hoolock gibbon","1","1998","2006","0"
"1245","Oncorhynchus_mykiss","Rainbow trout / Steelhead trout","8","1974","2016","788"
"1246","Thymallus_arcticus","Arctic grayling","1","1993","2012","238"
"1247","Prosopium_cylindraceum","Round whitefish","1","1985","2012","100"
"1248","Myrmotherula_longipennis","Long-winged antwren","4","1999","2008","56"
"1249","Lepidopsetta_polyxystra","Northern rock sole","3","1975","2018","673"
"1250","Hippoglossoides_robustus","Bering flounder","1","2002","2010","27"
"1251","Aegolius_funereus","Boreal owl","5","1968","2002","557"
"1252","Alectoris_rufa","Red-legged partridge","3","1970","2019","6"
"1253","Anser_caerulescens","Snow goose","18","1959","2013","1211"
"1254","Carpodacus_erythrinus","Common rosefinch","2","1960","2019","1703"
"1255","Corvus_frugilegus","Rook","3","1970","2019","87"
"1256","Gallinula_chloropus","Common moorhen","11","1963","2019","546"
"1257","Geospiza_conirostris","Espanola cactus-finch","1","1978","1986","29"
"1258","Cyanecula_svecica","Bluethroat","4","1963","2019","152"
"1259","Pluvialis_squatarola","Grey plover","34","1971","2016","931"
"1260","Desmognathus_fuscus","Dusky salamander","1","1971","2004","49"
"1261","Delphinus_delphis","Short-beaked common dolphin","6","1985","2016","1012"
"1262","Tursiops_truncatus","Bottlenose dolphin","12","1995","2011","82"
"1263","Percilia_irwini","No common name","2","1998","2001","31"
"1264","Diplomystes_nahuelbutaensis","No common name","2","1997","2001","80"
"1265","Trichomycterus_areolatus","No common name","2","1998","2001","118"
"1266","Meles_meles","European badger","16","1961","2018","427"
"1267","Urophycis_chuss","Red hake","12","1968","2016","5371"
"1268","Lepus_europaeus","European hare / Brown hare","3","2003","2015","20"
"1269","Tapirus_indicus","Asian tapir / Indian tapir","3","1998","2012","426"
"1270","Sciurus_vulgaris","Eurasian red squirrel","5","1983","2015","370"
"1271","Sus_scrofa","Wild boar / Wild pig","31","1960","2017","486"
"1272","Anas_wyvilliana","Hawaiian duck","1","1981","2002","375"
"1273","Apodemus_agrarius","Striped field mouse","1","1999","2001","92"
"1274","Apodemus_sylvaticus","Long-tailed field mouse","5","1973","2016","137"
"1275","Luciobarbus_comizo","Iberian barbel","1","1994","2002","104"
"1276","Luciobarbus_microcephalus","No common name","1","1994","2002","194"
"1277","Pseudochondrostoma_willkommii","No common name","1","1994","1996","1010"
"1278","Chaetodipus_intermedius","Rock pocket mouse","1","1990","1998","556"
"1279","Dipodomys_merriami","Merriam's kangaroo rat","1","1979","1987","135"
"1280","Squalius_pyrenaicus","No common name","1","1994","1996","217"
"1281","Clinocottus_analis","Woolly sculpin","2","1998","2000","25"
"1282","Cynopterus_brachyotis","Lesser short-nosed fruit bat","2","1999","2000","43"
"1283","Scinax_ictericus","No common name","1","1986","1990","9"
"1284","Dipodomys_ordii","Ord's kangaroo rat","2","1978","2011","430"
"1285","Dipodomys_spectabilis","Banner-tailed kangaroo rat","1","1984","1987","100"
"1286","Eleutherodactylus_coqui","Coqui","12","1990","2007","71"
"1287","Eubalaena_australis","Southern right whale","3","1971","2012","283"
"1288","Phaethornis_longuemareus","Little hermit","1","2000","2001","64"
"1289","Rhinella_margaritifera","South American common toad / Mitred toad","1","1986","1990","133"
"1290","Hippocampus_comes","Tiger tail seahorse","1","1996","1997","23"
"1291","Leptodactylus_mystaceus","Basin white-lipped frog / Amazonian white-lipped frog","1","1986","1990","48"
"1292","Kobus_vardonii","Puku","1","1994","1998","53"
"1293","Squalius_alburnoides","No common name","1","1994","1996","106"
"1294","Allobates_marchesianus","Dull rocket frog","2","1983","2007","141"
"1295","Edalorhina_perezi","PerezÈÃÍs snouted frog","1","1986","1990","350"
"1296","Australoheros_facetus","Chameleon cichlid","1","1994","1996","69"
"1297","Monodactylus_falciformis","Full moony","4","1981","2014","6429"
"1298","Macroderma_gigas","Ghost bat / Australian false vampire bat","1","1978","1979","3"
"1299","Lepomis_gibbosus","Pumpkinseed","17","1984","2018","332"
"1300","Microtus_californicus","California vole","2","1959","1979","1802"
"1301","Thamnomanes_caesius","Cinereous antshrike","2","2000","2008","104"
"1302","Chelon_richardsonii","South African mullet","6","1981","2014","111"
"1303","Myocastor_coypus","Nutria / Coypu","1","1970","1979","242"
"1304","Myodes_rutilus","Northern red-backed vole","8","1971","2012","4053"
"1305","Rhegmatorhina_gymnops","Bare-eyed antbird","2","2000","2001","295"
"1306","Thalurania_furcata","Fork-tailed woodnymph","2","1998","2008","79"
"1307","Paragobiodon_echinocephalus","Redhead goby","1","1990","1991","27"
"1308","Chaetodipus_penicillatus","Desert pocket mouse","1","1980","1987","188"
"1309","Perognathus_flavus","Silky pocket mouse","1","1985","1987","75"
"1310","Scinax_pedromedinae","Henle's snouted treefrog","1","1986","1990","21"
"1311","Mionectes_macconnelli","Macconnell's flycatcher","1","2000","2008","17"
"1312","Plethodon_cinereus","Redback salamander","9","1976","2015","172"
"1313","Plethodon_vehiculum","Western red-backed salamander","1","1985","1999","90"
"1314","Probarbus_labeamajor","Thicklip barb","1","1997","1998","700"
"1315","Pseudacris_regilla","Pacific chorus frog","2","1984","1994","3286"
"1316","Mus_musculus","House mouse","4","1999","2005","324"
"1317","Rhabdosargus_holubi","Cape stumpnose","5","1981","2014","459"
"1318","Glyphorynchus_spirurus","Wedge-billed woodcreeper","1","2000","2008","49"
"1319","Sardinella_lemuru","Bali sardinella","1","1995","1997","113"
"1320","Scarthyla_goinorum","Tarauaca snouted treefrog","1","1986","1990","96"
"1321","Boana_cinerascens","Demerara Falls treefrog","1","1986","1990","379"
"1322","Siren_intermedia","Lesser siren / Western lesser siren","1","1984","2008","1200"
"1323","Spermophilus_parryii","Arctic ground squirrel","2","2001","2014","108"
"1324","Myrmotherula_menetriesii","Grey antwren","2","2000","2001","120"
"1325","Ceratopipra_rubrocapilla","Red-headed manakin","2","1995","2008","98"
"1326","Thamnophis_sirtalis","Common garter snake","2","1999","2006","157"
"1327","Macropus_rufus","Red kangaroo","2","1973","2005","36"
"1328","Neotoma_magister","Allegheny woodrat","1","1987","2004","310"
"1329","Cinclus_pallasii","Brown dipper","1","2005","2006","271"
"1330","Lagopus_leucura","White-tailed ptarmigan","2","1992","1996","34"
"1331","Rhea_americana","Greater rhea","1","1998","2004","136"
"1332","Phocoenoides_dalli","Dall's porpoise","2","1975","2014","333"
"1333","Didelphis_aurita","Big-eared opossum / Brazilian common opossum","5","1997","2013","173"
"1334","Gerbilliscus_robustus","Fring-tailed gerbil","1","1998","2000","34"
"1335","Lemniscomys_striatus","Typical striped grass mouse","1","1998","2000","240"
"1336","Lemniscomys_griselda","Griselda's striped grass mouse","1","1998","2000","9"
"1337","Dasymys_incomtus","African marsh rat","1","1998","2000","9"
"1338","Rattus_rattus","House rat","1","2000","2009","2"
"1339","Phaethon_aethereus","Red-billed tropicbird","2","1979","2009","256"
"1340","Engraulis_australis","Australian anchovy","1","1995","2009","1150"
"1341","Neotoma_albigula","White throated woodrat","1","1978","1987","308"
"1342","Procellaria_conspicillata","Spectacled petrel","1","1999","2009","107"
"1343","Aquila_heliaca","Eastern imperial eagle","7","1980","2010","375"
"1344","Fregata_aquila","Ascension frigatebird","1","2001","2002","5"
"1345","Recurvirostra_novaehollandiae","Red-necked avocet","3","1998","2008","307"
"1346","Vanellus_tricolor","Banded lapwing","1","1986","2007","100"
"1347","Vanellus_miles","Masked lapwing","3","2000","2011","169"
"1348","Lophura_nycthemera","Silver pheasant","1","1992","2005","9"
"1349","Lophura_diardi","Siamese fireback","1","1980","2005","20"
"1350","Cladorhynchus_leucocephalus","Banded stilt","3","1985","2008","1392"
"1351","Haematopus_longirostris","Pied oystercatcher","3","1982","2011","576"
"1352","Saguinus_fuscicollis","Saddle-back tamarin","2","1981","2006","76"
"1353","Petrogale_penicillata","Brush-tailed rock-wallaby","2","2001","2003","89"
"1354","Odorrana_swinhoana","Bangkimtsing frog","1","1997","2000","200"
"1355","Leptonycteris_curasoae","Lesser long-nosed bat","2","1993","2003","21"
"1356","Atelopus_varius","Veragoa stubfoot toad","1","2000","2005","143"
"1357","Larus_novaehollandiae","Silver gull","2","2000","2008","167"
"1358","Alcedo_atthis","Common kingfisher","5","1991","2019","560"
"1359","Ixobrychus_minutus","Common little bittern","9","1984","2015","360"
"1360","Pteropus_conspicillatus","Spectacled flying fox","1","2006","2014","390"
"1361","Larus_michahellis","Yellow-legged gull","19","1950","2013","3293"
"1362","Hemibelideus_lemuroides","Lemuroid ringtail possum","1","1996","2006","38"
"1363","Phoenicopterus_roseus","Greater flamingo","25","1958","2015","218785"
"1364","Porzana_porzana","Spotted crake","3","1995","2003","44"
"1365","Trichosurus_johnstonii","Coppery brushtail possum","1","1996","2006","20"
"1366","Megaloprepia_magnifica","Wompoo fruit-dove","1","2005","2006","144"
"1367","Cormobates_leucophaea","White-throated treecreeper","3","2005","2006","1444"
"1368","Sericornis_magnirostra","Large-billed scrubwren","2","2005","2006","424"
"1369","Gerygone_mouki","Brown gerygone","2","2005","2006","61"
"1370","Xanthotis_macleayanus","Macleay's honeyeater","1","2005","2006","85"
"1371","Meliphaga_lewinii","Lewin's honeyeater","1","2005","2006","28"
"1372","Arvicola_sapidus","Southern water vole","1","2004","2007","36"
"1373","Lepus_granatensis","Granada hare","1","2005","2007","2144"
"1374","Cecropis_daurica","Red-rumped swallow","2","1998","2019","133"
"1375","Phoenicurus_ochruros","Black redstart","4","1985","2019","124"
"1376","Saxicola_torquatus","Common stonechat","5","1987","2019","63"
"1377","Locustella_naevia","Common grasshopper-warbler","2","1996","2019","1463"
"1378","Locustella_luscinioides","Savi's warbler","1","1994","2009","1400"
"1379","Acrocephalus_arundinaceus","Great reed-warbler","6","1979","2019","71"
"1380","Hippolais_polyglotta","Melodious warbler","4","1992","2019","57"
"1381","Sylvia_cantillans","Subalpine warbler","3","1996","2019","594"
"1382","Sylvia_undata","Dartford warbler","3","1996","2019","125"
"1383","Sylvia_hortensis","Western orphean warbler","3","1994","2019","278"
"1384","Phylloscopus_bonelli","Western bonelli's warbler","3","1996","2019","177"
"1385","Phylloscopus_ibericus","Iberian chiffchaff","1","1994","2006","4700"
"1386","Regulus_ignicapilla","Common firecrest","3","1987","2019","145"
"1387","Remiz_pendulinus","Eurasian penduline-tit","5","1992","2018","127"
"1388","Cyanopica_cyanus","Asian azure-winged magpie","2","1999","2019","422"
"1389","Sturnus_unicolor","Spotless starling","3","1983","2019","107"
"1390","Serinus_serinus","European serin","3","1995","2019","47"
"1391","Merops_apiaster","European bee-eater","16","1986","2019","1017"
"1392","Acrocephalus_melanopogon","Moustached warbler","1","1992","2005","26"
"1393","Streptopelia_decaocto","Eurasian collared-dove","5","1970","2019","36630"
"1394","Myiopsitta_monachus","Monk parakeet","3","2002","2018","59"
"1395","Ptyonoprogne_rupestris","Eurasian crag martin","2","1999","2019","43"
"1396","Ardea_alba","Great white egret","24","1950","2016","3735"
"1397","Larus_genei","Slender-billed gull","13","1956","2015","15652"
"1398","Microcarbo_pygmaeus","Pygmy cormorant","7","1970","2013","26306"
"1399","Sylvia_conspicillata","Spectacled warbler","2","2006","2007","50"
"1400","Larus_cachinnans","Caspian gull","3","1973","1999","715"
"1401","Ciconia_nigra","Black stork","10","1959","2012","1280"
"1402","Coracias_garrulus","European roller","2","1996","2018","264"
"1403","Calandrella_brachydactyla","Greater short-toed lark","2","2002","2019","107"
"1404","Panurus_biarmicus","Bearded reedling","2","1992","2013","2343"
"1405","Emys_orbicularis","European pond turtle","3","1992","2013","160"
"1406","Tadorna_ferruginea","Ruddy shelduck","4","1987","2006","6041"
"1407","Grus_grus","Common crane","22","1966","2019","5278"
"1408","Natrix_natrix","Grass snake","3","1996","2016","107"
"1409","Natrix_tessellata","Dice snake","2","1989","2008","278"
"1410","Zamenis_longissimus","Aesculapean snake / Aesculapian ratsnake","2","2003","2009","219"
"1411","Elaphe_quatuorlineata","Four-lined ratsnake","1","1989","2003","0"
"1412","Charadrius_leschenaultii","Greater sandplover","217","1979","2017","7540"
"1413","Hydrocoloeus_minutus","Little gull","1","1980","2012","7567"
"1414","Hieraaetus_pennatus","Booted eagle","2","1980","2008","313"
"1415","Acrocephalus_agricola","Paddyfield warbler","1","1995","1998","14"
"1416","Larus_ichthyaetus","Pallas's gull","3","1986","1998","1105"
"1417","Pelophylax_bedriagae","Bedriaga's frog","1","2000","2005","733"
"1418","Misgurnus_anguillicaudatus","Pond loach","1","2001","2007","3000"
"1419","Clanga_clanga","Greater spotted eagle","1","1995","1998","400"
"1420","Melanocorypha_calandra","Calandra lark","2","2001","2019","145"
"1421","Anthus_richardi","Richard's pipit","1","1996","2006","860"
"1422","Atherina_boyeri","Big-scale sand smelt","3","1999","2006","369"
"1423","Tregellasia_capito","Pale-yellow robin","2","2005","2006","942"
"1424","Heteromyias_albispecularis","Ashy robin","1","2005","2006","11"
"1425","Colluricincla_megarhyncha","Little shrike-thrush","3","2005","2006","66"
"1426","Machaerirhynchus_flaviventer","Yellow-breasted boatbill","3","2005","2006","2322"
"1427","Crypturellus_obsoletus","Brown tinamou","2","1987","2012","71"
"1428","Monarcha_melanopsis","Black-faced monarch","3","2005","2006","3613"
"1429","Crypturellus_tataupa","Tataupa tinamou","1","1987","1997","12"
"1430","Rhynchotus_rufescens","Red-winged tinamou","1","1987","1997","200"
"1431","Nothura_maculosa","Spotted nothura","1","1992","1997","600"
"1432","Symposiachrus_trivirgatus","Spectacled monarch","2","2005","2006","955"
"1433","Penelope_superciliaris","Rusty-margined guan","1","1987","1992","0"
"1434","Cairina_moschata","Muscovy duck","1","1997","2007","933"
"1435","Amazonetta_brasiliensis","Brazilian teal","3","1987","2011","1853"
"1436","Arses_kaupi","Pied monarch","3","2005","2006","3433"
"1437","Lalage_leucomela","Varied triller","2","2005","2006","42"
"1438","Jacana_jacana","Wattled jacana","3","1992","2004","117"
"1439","Vanellus_chilensis","Southern lapwing","7","1987","2012","207"
"1440","Pardirallus_nigricans","Blackish rail","2","1987","2005","725"
"1441","Aramides_cajaneus","Grey-necked wood-rail","2","1987","2005","375"
"1442","Aramides_saracura","Slaty-breasted wood-rail","1","1987","2012","86"
"1443","Porzana_albicollis","Ash-throated crake","1","1987","1997","600"
"1444","Laterallus_melanophaius","Rufous-sided crake","1","1992","1997","220"
"1445","Cariama_cristata","Red-legged seriema","1","1987","1997","65"
"1446","Sphecotheres_viridis","Timor figbird","2","2005","2006","150"
"1447","Syrigma_sibilatrix","Whistling heron","2","1992","2011","157"
"1448","Mesembrinibis_cayennensis","Green ibis","1","1987","1992","50"
"1449","Coragyps_atratus","American black vulture","2","1992","2012","128"
"1450","Lophorina_victoriae","Victoria's riflebird","1","2005","2006","33"
"1451","Leptodon_cayanensis","Grey-headed kite","1","1987","1992","67"
